origin,problem_id,topic_id,created_at,annotation
extra_bmps/13.bmp,517804,105,2020-03-23 18:38:12.735966+00:00,"[{'x': 0.4170684, 'y': 0.6907401}, {'x': 0.4758454, 'y': 0.29141933}]"
extra_bmps/14.bmp,517592,102,2020-03-23 18:34:31.611812+00:00,"[{'x': 0.229729195, 'y': 0.563487675}, {'x': 0.40804813500000003, 'y': 0.325825825}]"
extra_bmps/14.bmp,517663,103,2020-03-23 18:35:45.927903+00:00,"[{'x': 0.0086510417, 'y': 0.7635208499999999}, {'x': 0.779296875, 'y': 0.232902775}]"
extra_bmps/14.bmp,517734,104,2020-03-23 18:36:59.943022+00:00,"[{'x': 0.42872288999999997, 'y': 0.7246793300000001}, {'x': 0.48905842, 'y': 0.26842041}]"
extra_bmps/14.bmp,517805,105,2020-03-23 18:38:12.857941+00:00,"[{'x': 0.42383616999999996, 'y': 0.683000285}, {'x': 0.46761356, 'y': 0.29526937}]"
extra_bmps/15.bmp,517593,102,2020-03-23 18:34:31.805185+00:00,"[{'x': 0.388095005, 'y': 0.568749575}, {'x': 0.5640387499999999, 'y': 0.329733225}]"
extra_bmps/15.bmp,517664,103,2020-03-23 18:35:46.208764+00:00,"[{'x': 0.07958984499999999, 'y': 0.7721805500000001}, {'x': 0.9219427250000001, 'y': 0.230666665}]"
extra_bmps/15.bmp,517735,104,2020-03-23 18:37:00.045572+00:00,"[{'x': 0.46779385, 'y': 0.7018368}, {'x': 0.52254426, 'y': 0.27868742}]"
extra_bmps/15.bmp,517806,105,2020-03-23 18:38:13.005659+00:00,"[{'x': 0.431555555, 'y': 0.696181685}, {'x': 0.47538989, 'y': 0.27506532}]"
extra_bmps/16.bmp,517594,102,2020-03-23 18:34:32.119819+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/16.bmp,517665,103,2020-03-23 18:35:46.447231+00:00,"[{'x': 0.270222235, 'y': 0.74159524}, {'x': 0.983896925, 'y': 0.350436925}]"
extra_bmps/16.bmp,517736,104,2020-03-23 18:37:00.270827+00:00,"[{'x': 0.44533333, 'y': 0.7186667}, {'x': 0.5511111, 'y': 0.42592588}]"
extra_bmps/16.bmp,517807,105,2020-03-23 18:38:13.168541+00:00,"[{'x': 0.524, 'y': 0.6926999}, {'x': 0.568, 'y': 0.39155555}]"
extra_bmps/17.bmp,517595,102,2020-03-23 18:34:32.300616+00:00,"[{'x': 0.60496217, 'y': 0.57263335}, {'x': 0.8035863999999999, 'y': 0.31185772}]"
extra_bmps/17.bmp,517666,103,2020-03-23 18:35:46.564754+00:00,"[{'x': 0.25000001, 'y': 0.7631110750000001}, {'x': 0.9916473299999999, 'y': 0.23935157499999998}]"
extra_bmps/17.bmp,517737,104,2020-03-23 18:37:00.404275+00:00,"[{'x': 0.482666675, 'y': 0.747111125}, {'x': 0.544, 'y': 0.221777775}]"
extra_bmps/17.bmp,517808,105,2020-03-23 18:38:13.344321+00:00,"[{'x': 0.5202707, 'y': 0.69122124}, {'x': 0.55394524, 'y': 0.2921217}]"
extra_bmps/18.bmp,517596,102,2020-03-23 18:34:32.641965+00:00,"[{'x': 0.4785733, 'y': 0.5416473}, {'x': 0.644, 'y': 0.33033043}]"
extra_bmps/18.bmp,517667,103,2020-03-23 18:35:46.724664+00:00,"[{'x': 0.108888875, 'y': 0.754963}, {'x': 0.97466668, 'y': 0.269481475}]"
extra_bmps/18.bmp,517738,104,2020-03-23 18:37:00.633333+00:00,"[{'x': 0.46763977, 'y': 0.7120236}, {'x': 0.5442834, 'y': 0.25789776}]"
extra_bmps/18.bmp,517809,105,2020-03-23 18:38:13.474708+00:00,"[{'x': 0.555684075, 'y': 0.7065538650000001}, {'x': 0.6238553499999999, 'y': 0.25967595}]"
extra_bmps/19.bmp,517597,102,2020-03-23 18:34:32.747588+00:00,"[{'x': 0.31771172000000003, 'y': 0.539778215}, {'x': 0.45819345, 'y': 0.35869205000000004}]"
extra_bmps/19.bmp,517668,103,2020-03-23 18:35:46.881989+00:00,"[{'x': 0.009296295999999999, 'y': 0.75521415}, {'x': 0.860666665, 'y': 0.279723035}]"
extra_bmps/19.bmp,517739,104,2020-03-23 18:37:00.802130+00:00,"[{'x': 0.40551484, 'y': 0.65682024}, {'x': 0.5062131, 'y': 0.28345254}]"
extra_bmps/19.bmp,517810,105,2020-03-23 18:38:13.614088+00:00,"[{'x': 0.383344515, 'y': 0.682875965}, {'x': 0.4372437, 'y': 0.26725278500000005}]"
extra_bmps/2.bmp,517598,102,2020-03-23 18:34:32.902432+00:00,"[{'x': 0.39599508, 'y': 0.5676777}, {'x': 0.54893684, 'y': 0.36540875}]"
extra_bmps/2.bmp,517669,103,2020-03-23 18:35:47.491588+00:00,"[{'x': 0.03644446, 'y': 0.772}, {'x': 0.9644444, 'y': 0.23688889}]"
extra_bmps/2.bmp,517740,104,2020-03-23 18:37:00.937216+00:00,"[{'x': 0.43255258500000004, 'y': 0.7616618749999999}, {'x': 0.53468373, 'y': 0.29833560000000003}]"
extra_bmps/2.bmp,517811,105,2020-03-23 18:38:13.964416+00:00,"[{'x': 0.41577907999999997, 'y': 0.70496495}, {'x': 0.46299999999999997, 'y': 0.28674772000000004}]"
extra_bmps/20.bmp,517599,102,2020-03-23 18:34:33.164054+00:00,"[{'x': 0.229692025, 'y': 0.54223542}, {'x': 0.384821875, 'y': 0.33618656}]"
extra_bmps/20.bmp,517670,103,2020-03-23 18:35:47.630169+00:00,"[{'x': 0.0073333331499999994, 'y': 0.753333325}, {'x': 0.7851111, 'y': 0.276}]"
extra_bmps/20.bmp,517741,104,2020-03-23 18:37:01.100222+00:00,"[{'x': 0.48521150999999996, 'y': 0.70481757}, {'x': 0.544251355, 'y': 0.249170905}]"
extra_bmps/20.bmp,517812,105,2020-03-23 18:38:14.351203+00:00,"[{'x': 0.46759924, 'y': 0.62440705}, {'x': 0.49778828, 'y': 0.31086272}]"
extra_bmps/21.bmp,517600,102,2020-03-23 18:34:33.358208+00:00,"[{'x': 0.31421167, 'y': 0.567904505}, {'x': 0.48097099499999996, 'y': 0.35062137000000004}]"
extra_bmps/21.bmp,517671,103,2020-03-23 18:35:47.830907+00:00,"[{'x': 0.018666666, 'y': 0.7801932}, {'x': 0.924, 'y': 0.28666666}]"
extra_bmps/21.bmp,517742,104,2020-03-23 18:37:01.302476+00:00,"[{'x': 0.5, 'y': 0.6682613}, {'x': 0.5869565, 'y': 0.3062265}]"
extra_bmps/21.bmp,517813,105,2020-03-23 18:38:14.515304+00:00,"[{'x': 0.47851957, 'y': 0.68269638}, {'x': 0.5388728650000001, 'y': 0.31126471}]"
extra_bmps/22.bmp,517601,102,2020-03-23 18:34:33.517625+00:00,"[{'x': 0.33311183, 'y': 0.54841783}, {'x': 0.5070065800000001, 'y': 0.32261940499999997}]"
extra_bmps/22.bmp,517672,103,2020-03-23 18:35:47.994575+00:00,"[{'x': 0.021333333500000003, 'y': 0.751555575}, {'x': 0.8664444499999999, 'y': 0.2608889}]"
extra_bmps/22.bmp,517743,104,2020-03-23 18:37:01.440377+00:00,"[{'x': 0.5474034, 'y': 0.6935764}, {'x': 0.6121537, 'y': 0.27307265999999997}]"
extra_bmps/22.bmp,517814,105,2020-03-23 18:38:14.612450+00:00,"[{'x': 0.49222052, 'y': 0.690561595}, {'x': 0.5569254, 'y': 0.28882773}]"
extra_bmps/23.bmp,517602,102,2020-03-23 18:34:33.636194+00:00,"[{'x': 0.33893981500000003, 'y': 0.5463629}, {'x': 0.49894817, 'y': 0.312826065}]"
extra_bmps/23.bmp,517673,103,2020-03-23 18:35:48.135616+00:00,"[{'x': 0.012, 'y': 0.7488889}, {'x': 0.87761676, 'y': 0.2622115}]"
extra_bmps/23.bmp,517744,104,2020-03-23 18:37:01.540551+00:00,"[{'x': 0.5284973, 'y': 0.67986834}, {'x': 0.5981577, 'y': 0.30086595}]"
extra_bmps/23.bmp,517815,105,2020-03-23 18:38:14.759283+00:00,"[{'x': 0.494976485, 'y': 0.67516042}, {'x': 0.53834805, 'y': 0.28516459}]"
extra_bmps/24.bmp,517603,102,2020-03-23 18:34:33.769866+00:00,"[{'x': 0.32242360999999997, 'y': 0.54194577}, {'x': 0.5009357799999999, 'y': 0.30927930000000003}]"
extra_bmps/24.bmp,517674,103,2020-03-23 18:35:48.435847+00:00,"[{'x': 0.00750349075, 'y': 0.7333064199999999}, {'x': 0.883833885, 'y': 0.26385155}]"
extra_bmps/24.bmp,517745,104,2020-03-23 18:37:01.699977+00:00,"[{'x': 0.5180195, 'y': 0.6851852}, {'x': 0.5942029, 'y': 0.29492182}]"
extra_bmps/24.bmp,517816,105,2020-03-23 18:38:14.905927+00:00,"[{'x': 0.49090557, 'y': 0.6681692}, {'x': 0.5347868, 'y': 0.27789168}]"
extra_bmps/25.bmp,517604,102,2020-03-23 18:34:33.915822+00:00,"[{'x': 0.318565055, 'y': 0.5550489249999999}, {'x': 0.49177487, 'y': 0.3136951}]"
extra_bmps/25.bmp,517675,103,2020-03-23 18:35:48.747787+00:00,"[{'x': 0.015183575000000001, 'y': 0.772238325}, {'x': 0.894, 'y': 0.26807639}]"
extra_bmps/25.bmp,517746,104,2020-03-23 18:37:01.855682+00:00,"[{'x': 0.5322061, 'y': 0.61540526}, {'x': 0.57493067, 'y': 0.30193236}]"
extra_bmps/25.bmp,517817,105,2020-03-23 18:38:15.090911+00:00,"[{'x': 0.48881407, 'y': 0.582107}, {'x': 0.516512, 'y': 0.33162695}]"
extra_bmps/26.bmp,517605,102,2020-03-23 18:34:34.033137+00:00,"[{'x': 0.33453244, 'y': 0.52363944}, {'x': 0.49311155, 'y': 0.30925223}]"
extra_bmps/26.bmp,517676,103,2020-03-23 18:35:48.897510+00:00,"[{'x': 0.00423509925, 'y': 0.7314138400000001}, {'x': 0.86762965, 'y': 0.249146545}]"
extra_bmps/26.bmp,517747,104,2020-03-23 18:37:02.066222+00:00,"[{'x': 0.5367271, 'y': 0.57209605}, {'x': 0.5906532, 'y': 0.31151375}]"
extra_bmps/26.bmp,517818,105,2020-03-23 18:38:15.285296+00:00,"[{'x': 0.49066666, 'y': 0.5821256}, {'x': 0.53955555, 'y': 0.33466667}]"
extra_bmps/27.bmp,517606,102,2020-03-23 18:34:34.300785+00:00,"[{'x': 0.20825734, 'y': 0.44987491}, {'x': 0.354487855, 'y': 0.245332735}]"
extra_bmps/27.bmp,517677,103,2020-03-23 18:35:49.069368+00:00,"[{'x': 0.0189951685, 'y': 0.652934}, {'x': 0.83266668, 'y': 0.160762205}]"
extra_bmps/27.bmp,517748,104,2020-03-23 18:37:02.233520+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/27.bmp,517819,105,2020-03-23 18:38:15.576081+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/28.bmp,517607,102,2020-03-23 18:34:34.474220+00:00,"[{'x': 0.30533335, 'y': 0.5568889}, {'x': 0.51368755, 'y': 0.30444443}]"
extra_bmps/28.bmp,517678,103,2020-03-23 18:35:49.267589+00:00,"[{'x': 0.009333333, 'y': 0.74}, {'x': 0.85066664, 'y': 0.22444445}]"
extra_bmps/28.bmp,517749,104,2020-03-23 18:37:02.372821+00:00,"[{'x': 0.54669887, 'y': 0.6305579}, {'x': 0.59903383, 'y': 0.31025353}]"
extra_bmps/28.bmp,517820,105,2020-03-23 18:38:15.728983+00:00,"[{'x': 0.5195309850000001, 'y': 0.59430083}, {'x': 0.55588171, 'y': 0.32440464}]"
extra_bmps/29.bmp,517608,102,2020-03-23 18:34:34.653701+00:00,"[{'x': 0.39866668, 'y': 0.4747718}, {'x': 0.5756844, 'y': 0.25822222}]"
extra_bmps/29.bmp,517679,103,2020-03-23 18:35:49.402162+00:00,"[{'x': 0.0456135265, 'y': 0.6598604349999999}, {'x': 0.946260875, 'y': 0.11907247}]"
extra_bmps/29.bmp,517750,104,2020-03-23 18:37:02.532976+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/29.bmp,517821,105,2020-03-23 18:38:16.448037+00:00,"[{'x': 0.489312335, 'y': 0.56783535}, {'x': 0.531399085, 'y': 0.44506177}]"
extra_bmps/3.bmp,517609,102,2020-03-23 18:34:34.815507+00:00,"[{'x': 0.395441865, 'y': 0.55142517}, {'x': 0.5514939400000001, 'y': 0.32330194}]"
extra_bmps/3.bmp,517680,103,2020-03-23 18:35:49.565250+00:00,"[{'x': 0.0397194015, 'y': 0.7835555750000001}, {'x': 0.9424772299999999, 'y': 0.236}]"
extra_bmps/3.bmp,517751,104,2020-03-23 18:37:02.658814+00:00,"[{'x': 0.4700521, 'y': 0.7222222}, {'x': 0.51771337, 'y': 0.27659255}]"
extra_bmps/3.bmp,517822,105,2020-03-23 18:38:16.551978+00:00,"[{'x': 0.42150422, 'y': 0.70282185}, {'x': 0.46365629500000005, 'y': 0.265042735}]"
extra_bmps/30.bmp,517610,102,2020-03-23 18:34:34.914968+00:00,"[{'x': 0.583274125, 'y': 0.55647375}, {'x': 0.7559585, 'y': 0.32215557}]"
extra_bmps/30.bmp,517681,103,2020-03-23 18:35:49.709187+00:00,"[{'x': 0.19793827, 'y': 0.76179423}, {'x': 0.9888889000000001, 'y': 0.24044445000000003}]"
extra_bmps/30.bmp,517752,104,2020-03-23 18:37:02.818520+00:00,"[{'x': 0.57809985, 'y': 0.61540526}, {'x': 0.61755234, 'y': 0.32769728}]"
extra_bmps/30.bmp,517823,105,2020-03-23 18:38:16.688317+00:00,"[{'x': 0.50726444, 'y': 0.5677863}, {'x': 0.54217756, 'y': 0.33950615}]"
extra_bmps/31.bmp,517611,102,2020-03-23 18:34:35.072035+00:00,"[{'x': 0.489668, 'y': 0.60647243}, {'x': 0.65561754, 'y': 0.3909272}]"
extra_bmps/31.bmp,517682,103,2020-03-23 18:35:49.823014+00:00,"[{'x': 0.12133334, 'y': 0.8170219999999999}, {'x': 0.9708277000000001, 'y': 0.30476433}]"
extra_bmps/31.bmp,517753,104,2020-03-23 18:37:02.965474+00:00,"[{'x': 0.56810502, 'y': 0.68307005}, {'x': 0.64474845, 'y': 0.33959311000000003}]"
extra_bmps/31.bmp,517824,105,2020-03-23 18:38:16.803454+00:00,"[{'x': 0.50888885, 'y': 0.5718452}, {'x': 0.535838965, 'y': 0.35185182000000004}]"
extra_bmps/32.bmp,517612,102,2020-03-23 18:34:35.263416+00:00,"[{'x': 0.48092296999999995, 'y': 0.6153474999999999}, {'x': 0.6518691, 'y': 0.397472335}]"
extra_bmps/32.bmp,517683,103,2020-03-23 18:35:49.965127+00:00,"[{'x': 0.12133333500000001, 'y': 0.8351111}, {'x': 0.97666665, 'y': 0.35777777}]"
extra_bmps/32.bmp,517754,104,2020-03-23 18:37:03.164028+00:00,"[{'x': 0.46266666, 'y': 0.5740741}, {'x': 0.5373333, 'y': 0.23688889}]"
extra_bmps/32.bmp,517825,105,2020-03-23 18:38:16.954833+00:00,"[{'x': 0.488555375, 'y': 0.5741935}, {'x': 0.519703125, 'y': 0.34845206500000003}]"
extra_bmps/33.bmp,517613,102,2020-03-23 18:34:35.631724+00:00,"[{'x': 0.49958685, 'y': 0.60430706}, {'x': 0.6503002, 'y': 0.38977778}]"
extra_bmps/33.bmp,517684,103,2020-03-23 18:35:50.103555+00:00,"[{'x': 0.13285024, 'y': 0.81644446}, {'x': 0.9830918, 'y': 0.30193236}]"
extra_bmps/33.bmp,517755,104,2020-03-23 18:37:03.372557+00:00,"[{'x': 0.5707429, 'y': 0.5672303}, {'x': 0.616852, 'y': 0.3359968}]"
extra_bmps/33.bmp,517826,105,2020-03-23 18:38:17.144410+00:00,"[{'x': 0.49470174499999997, 'y': 0.5844186}, {'x': 0.5202863, 'y': 0.329919725}]"
extra_bmps/34.bmp,517614,102,2020-03-23 18:34:35.854447+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/34.bmp,517685,103,2020-03-23 18:35:50.291663+00:00,"[{'x': 0.13511108, 'y': 0.80755556}, {'x': 0.96533334, 'y': 0.4537778}]"
extra_bmps/34.bmp,517756,104,2020-03-23 18:37:03.588522+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/34.bmp,517827,105,2020-03-23 18:38:17.251602+00:00,"[{'x': 0.47124822, 'y': 0.566687315}, {'x': 0.49806255, 'y': 0.44137186500000003}]"
extra_bmps/35.bmp,517615,102,2020-03-23 18:34:35.986912+00:00,"[{'x': 0.502823775, 'y': 0.60725165}, {'x': 0.65046215, 'y': 0.411969305}]"
extra_bmps/35.bmp,517686,103,2020-03-23 18:35:50.399344+00:00,"[{'x': 0.136, 'y': 0.85911113}, {'x': 0.9626667, 'y': 0.30444443}]"
extra_bmps/35.bmp,517757,104,2020-03-23 18:37:03.723932+00:00,"[{'x': 0.46014494, 'y': 0.5950081}, {'x': 0.5483092, 'y': 0.35346216}]"
extra_bmps/35.bmp,517828,105,2020-03-23 18:38:17.406043+00:00,"[{'x': 0.47268884, 'y': 0.573641025}, {'x': 0.5222064, 'y': 0.34324184}]"
extra_bmps/36.bmp,517616,102,2020-03-23 18:34:36.144599+00:00,"[{'x': 0.32837409, 'y': 0.492676705}, {'x': 0.48058775, 'y': 0.29541388}]"
extra_bmps/36.bmp,517687,103,2020-03-23 18:35:51.227685+00:00,"[{'x': 0.0404444375, 'y': 0.729925905}, {'x': 0.8893125, 'y': 0.20933332999999998}]"
extra_bmps/36.bmp,517758,104,2020-03-23 18:37:03.859594+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/36.bmp,517829,105,2020-03-23 18:38:17.879741+00:00,"[{'x': 0.436259275, 'y': 0.5746559}, {'x': 0.54021577, 'y': 0.31109321999999995}]"
extra_bmps/37.bmp,517617,102,2020-03-23 18:34:36.380091+00:00,"[{'x': 0.33596988, 'y': 0.50106505}, {'x': 0.47286031, 'y': 0.317855165}]"
extra_bmps/37.bmp,517688,103,2020-03-23 18:35:51.340726+00:00,"[{'x': 0.013333333499999999, 'y': 0.72133337}, {'x': 0.84466665, 'y': 0.239536235}]"
extra_bmps/37.bmp,517759,104,2020-03-23 18:37:04.054404+00:00,"[{'x': 0.44330138, 'y': 0.5737847}, {'x': 0.56640625, 'y': 0.33087596}]"
extra_bmps/37.bmp,517830,105,2020-03-23 18:38:17.966570+00:00,"[{'x': 0.45114255999999997, 'y': 0.58319415}, {'x': 0.54648997, 'y': 0.3360154}]"
extra_bmps/38.bmp,517618,102,2020-03-23 18:34:36.673844+00:00,"[{'x': 0.320136785, 'y': 0.46253373}, {'x': 0.44680918999999997, 'y': 0.290092035}]"
extra_bmps/38.bmp,517689,103,2020-03-23 18:35:51.536951+00:00,"[{'x': 0.017850242000000002, 'y': 0.67688891}, {'x': 0.87533335, 'y': 0.205990335}]"
extra_bmps/38.bmp,517760,104,2020-03-23 18:37:04.193651+00:00,"[{'x': 0.50086594, 'y': 0.56728315}, {'x': 0.57172656, 'y': 0.31944445}]"
extra_bmps/38.bmp,517831,105,2020-03-23 18:38:18.106799+00:00,"[{'x': 0.44743971, 'y': 0.60565117}, {'x': 0.5501818350000001, 'y': 0.29703841}]"
extra_bmps/39.bmp,517619,102,2020-03-23 18:34:36.819677+00:00,"[{'x': 0.314412165, 'y': 0.45280564}, {'x': 0.45399199999999995, 'y': 0.28201840499999997}]"
extra_bmps/39.bmp,517690,103,2020-03-23 18:35:51.695333+00:00,"[{'x': 0.018666666, 'y': 0.628}, {'x': 0.921095, 'y': 0.2224906}]"
extra_bmps/39.bmp,517761,104,2020-03-23 18:37:04.334817+00:00,"[{'x': 0.4589372, 'y': 0.5564236}, {'x': 0.5651042, 'y': 0.3159722}]"
extra_bmps/39.bmp,517832,105,2020-03-23 18:38:18.276892+00:00,"[{'x': 0.45117188, 'y': 0.59286094}, {'x': 0.55152977, 'y': 0.33203125}]"
extra_bmps/4.bmp,517620,102,2020-03-23 18:34:36.929085+00:00,"[{'x': 0.21715342, 'y': 0.5540141}, {'x': 0.40282083, 'y': 0.307241}]"
extra_bmps/4.bmp,517691,103,2020-03-23 18:35:51.847550+00:00,"[{'x': 0.007246377, 'y': 0.75281805}, {'x': 0.75603867, 'y': 0.24074075}]"
extra_bmps/4.bmp,517762,104,2020-03-23 18:37:04.482911+00:00,"[{'x': 0.42758459, 'y': 0.6947121700000001}, {'x': 0.512172165, 'y': 0.27773191}]"
extra_bmps/4.bmp,517833,105,2020-03-23 18:38:18.439462+00:00,"[{'x': 0.45394474, 'y': 0.6695473}, {'x': 0.479066, 'y': 0.28247404}]"
extra_bmps/40.bmp,517621,102,2020-03-23 18:34:37.083219+00:00,"[{'x': 0.33536972, 'y': 0.47287168999999996}, {'x': 0.494067405, 'y': 0.26175271}]"
extra_bmps/40.bmp,517692,103,2020-03-23 18:35:51.992409+00:00,"[{'x': 0.020128812500000003, 'y': 0.6490917}, {'x': 0.8131935, 'y': 0.20538948}]"
extra_bmps/40.bmp,517763,104,2020-03-23 18:37:04.635573+00:00,"[{'x': 0.44927537, 'y': 0.5871175}, {'x': 0.5495169, 'y': 0.26489532}]"
extra_bmps/40.bmp,517834,105,2020-03-23 18:38:18.578525+00:00,"[{'x': 0.453766005, 'y': 0.5826599}, {'x': 0.53439095, 'y': 0.33898506}]"
extra_bmps/41.bmp,517622,102,2020-03-23 18:34:37.232921+00:00,"[{'x': 0.341326265, 'y': 0.517612575}, {'x': 0.48951177, 'y': 0.323909385}]"
extra_bmps/41.bmp,517693,103,2020-03-23 18:35:52.150463+00:00,"[{'x': 0.02037037, 'y': 0.74773663}, {'x': 0.844, 'y': 0.28666666}]"
extra_bmps/41.bmp,517764,104,2020-03-23 18:37:04.818123+00:00,"[{'x': 0.439426, 'y': 0.60144925}, {'x': 0.5374396, 'y': 0.30289522}]"
extra_bmps/41.bmp,517835,105,2020-03-23 18:38:18.729003+00:00,"[{'x': 0.43656954, 'y': 0.5902154}, {'x': 0.523777, 'y': 0.33061212}]"
extra_bmps/42.bmp,517623,102,2020-03-23 18:34:37.368919+00:00,"[{'x': 0.314100355, 'y': 0.48421437}, {'x': 0.46032122, 'y': 0.28197563000000003}]"
extra_bmps/42.bmp,517694,103,2020-03-23 18:35:52.286120+00:00,"[{'x': 0.033693123000000005, 'y': 0.72769097}, {'x': 0.8476719850000001, 'y': 0.20378548}]"
extra_bmps/42.bmp,517765,104,2020-03-23 18:37:05.117316+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/42.bmp,517836,105,2020-03-23 18:38:18.913393+00:00,"[{'x': 0.45777774, 'y': 0.5657778}, {'x': 0.5484444, 'y': 0.33466667}]"
extra_bmps/43.bmp,517624,102,2020-03-23 18:34:37.537677+00:00,"[{'x': 0.47135418, 'y': 0.39626735}, {'x': 0.6315104, 'y': 0.193576365}]"
extra_bmps/43.bmp,517695,103,2020-03-23 18:35:52.446285+00:00,"[{'x': 0.111333335, 'y': 0.6111111}, {'x': 0.96575847, 'y': 0.12133333500000001}]"
extra_bmps/43.bmp,517766,104,2020-03-23 18:37:05.255591+00:00,"[{'x': 0.49739584, 'y': 0.6128472}, {'x': 0.5942029, 'y': 0.3132403}]"
extra_bmps/43.bmp,517837,105,2020-03-23 18:38:19.074374+00:00,"[{'x': 0.48900531, 'y': 0.57467845}, {'x': 0.57328823, 'y': 0.34676498499999997}]"
extra_bmps/44.bmp,517625,102,2020-03-23 18:34:37.721005+00:00,"[{'x': 0.5891239850000001, 'y': 0.5018107350000001}, {'x': 0.7742088, 'y': 0.267488635}]"
extra_bmps/44.bmp,517696,103,2020-03-23 18:35:52.606846+00:00,"[{'x': 0.228582915, 'y': 0.7183704}, {'x': 0.992000015, 'y': 0.2081374}]"
extra_bmps/44.bmp,517767,104,2020-03-23 18:37:05.381725+00:00,"[{'x': 0.0, 'y': 0.0}, {'x': 0.0, 'y': 0.0}]"
extra_bmps/44.bmp,517838,105,2020-03-23 18:38:19.237058+00:00,"[{'x': 0.47594847, 'y': 0.56236993}, {'x': 0.56762745, 'y': 0.27776093999999996}]"
